household_id,month,household_size,region,income_group,ev_adoption_month,ev_cohort,post_adoption,months_since_adoption,avg_temperature_c,electricity_kwh
H100,2023-03-01,2,Daegu,Middle,,,0,,3.02,253.49
H101,2023-03-01,2,Daegu,High,,,0,,3.02,236.11
H102,2023-03-01,2,Busan,Middle,,,0,,3.02,227.92
H103,2023-03-01,2,Gyeonggi,Middle,,,0,,3.02,219.52
H104,2023-03-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-1,3.02,281.45
H105,2023-03-01,3,Gyeonggi,Middle,,,0,,3.02,273.41
H106,2023-03-01,3,Busan,Middle,,,0,,3.02,259.66
H107,2023-03-01,2,Gyeonggi,Low,,,0,,3.02,242.81
H108,2023-03-01,4,Gyeonggi,Low,,,0,,3.02,339.89
H109,2023-03-01,2,Busan,High,2023-01-01,2023Q1,1,2,3.02,352.26
H110,2023-03-01,4,Gyeonggi,Low,,,0,,3.02,301.23
H111,2023-03-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-5,3.02,310.18
H112,2023-03-01,3,Busan,Low,2023-02-01,2023Q1,1,1,3.02,353.12
H113,2023-03-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-14,3.02,281.28
H114,2023-03-01,1,Gyeonggi,Low,,,0,,3.02,217.15
H115,2023-03-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-16,3.02,270.55
H116,2023-03-01,2,Seoul,Middle,,,0,,3.02,308.91
H117,2023-03-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-11,3.02,391.22
H118,2023-03-01,2,Daegu,Middle,,,0,,3.02,231.26
H119,2023-03-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,10,3.02,305.35
H120,2023-03-01,4,Gyeonggi,Middle,,,0,,3.02,390.0
H001,2023-04-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-17,7.26,259.66
H002,2023-04-01,1,Daegu,Low,2022-09-01,2022Q3,1,7,7.26,279.89
H003,2023-04-01,3,Gyeonggi,Middle,,,0,,7.26,288.18
H004,2023-04-01,2,Seoul,High,2023-06-01,2023Q2,0,-2,7.26,251.16
H005,2023-04-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-6,7.26,305.75
H006,2023-04-01,2,Seoul,Middle,,,0,,7.26,247.71
H007,2023-04-01,5,Daegu,Low,,,0,,7.26,325.93
H008,2023-04-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,11,7.26,404.82
H009,2023-04-01,5,Gyeonggi,High,,,0,,7.26,294.54
H010,2023-04-01,2,Busan,Low,2024-11-01,2024Q4,0,-19,7.26,213.85
H011,2023-04-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-20,7.26,223.91
H012,2023-04-01,3,Busan,High,,,0,,7.26,289.34
H013,2023-04-01,2,Seoul,High,,,0,,7.26,242.85
H014,2023-04-01,3,Busan,Low,,,0,,7.26,239.47
H015,2023-04-01,4,Daegu,Low,,,0,,7.26,304.29
H016,2023-04-01,4,Daegu,High,2022-03-01,2022Q1,1,13,7.26,411.26
H017,2023-04-01,3,Seoul,High,2024-07-01,2024Q3,0,-15,7.26,265.02
H018,2023-04-01,3,Daegu,Middle,,,0,,7.26,266.13
H019,2023-04-01,3,Seoul,Middle,,,0,,7.26,306.98
H020,2023-04-01,4,Busan,Low,,,0,,7.26,332.23
H021,2023-04-01,3,Busan,High,2024-05-01,2024Q2,0,-13,7.26,293.09
H022,2023-04-01,4,Gyeonggi,Low,,,0,,7.26,274.65
H023,2023-04-01,3,Seoul,Middle,2023-04-01,2023Q2,1,0,7.26,348.97
H024,2023-04-01,1,Seoul,Low,,,0,,7.26,182.4
H025,2023-04-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-15,7.26,167.17
H026,2023-04-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-19,7.26,339.49
H027,2023-04-01,2,Daegu,Low,,,0,,7.26,254.19
H028,2023-04-01,2,Gyeonggi,Low,,,0,,7.26,269.84
H029,2023-04-01,1,Seoul,High,2024-08-01,2024Q3,0,-16,7.26,231.87
H030,2023-04-01,2,Gyeonggi,Middle,,,0,,7.26,233.61
H031,2023-04-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-2,7.26,301.64
H032,2023-04-01,3,Daegu,High,2024-11-01,2024Q4,0,-19,7.26,243.46
H033,2023-04-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-16,7.26,234.27
H034,2023-04-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,8,7.26,300.67
H035,2023-04-01,4,Seoul,Low,,,0,,7.26,351.72
H036,2023-04-01,5,Gyeonggi,Low,,,0,,7.26,342.25
H037,2023-04-01,2,Daegu,High,2023-05-01,2023Q2,0,-1,7.26,281.28
H038,2023-04-01,3,Daegu,Low,2022-10-01,2022Q4,1,6,7.26,294.82
H039,2023-04-01,4,Seoul,Middle,,,0,,7.26,330.28
H040,2023-04-01,4,Gyeonggi,Low,,,0,,7.26,266.52
H041,2023-04-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-12,7.26,267.43
H042,2023-04-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-18,7.26,252.04
H043,2023-04-01,3,Busan,Low,2024-11-01,2024Q4,0,-19,7.26,275.56
H044,2023-04-01,2,Busan,High,,,0,,7.26,242.66
H045,2023-04-01,1,Seoul,Low,,,0,,7.26,213.11
H046,2023-04-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-20,7.26,360.26
H047,2023-04-01,2,Seoul,Middle,2022-05-01,2022Q2,1,11,7.26,290.07
H048,2023-04-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-6,7.26,173.65
H049,2023-04-01,2,Busan,Low,,,0,,7.26,177.69
H050,2023-04-01,4,Seoul,Low,,,0,,7.26,253.78
H051,2023-04-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-5,7.26,286.12
H052,2023-04-01,4,Seoul,Low,,,0,,7.26,295.63
H053,2023-04-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,15,7.26,390.25
H054,2023-04-01,2,Seoul,High,2022-11-01,2022Q4,1,5,7.26,322.44
H055,2023-04-01,1,Daegu,High,2022-03-01,2022Q1,1,13,7.26,303.55
H056,2023-04-01,4,Seoul,Low,,,0,,7.26,239.92
H057,2023-04-01,4,Daegu,High,2024-02-01,2024Q1,0,-10,7.26,351.36
H058,2023-04-01,2,Seoul,High,2023-06-01,2023Q2,0,-2,7.26,214.16
H059,2023-04-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,11,7.26,331.0
H060,2023-04-01,2,Daegu,Middle,,,0,,7.26,202.66
H061,2023-04-01,2,Seoul,Low,,,0,,7.26,259.25
H062,2023-04-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-3,7.26,274.02
H063,2023-04-01,3,Seoul,Middle,,,0,,7.26,262.37
H064,2023-04-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-14,7.26,178.22
H065,2023-04-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-8,7.26,265.84
H066,2023-04-01,2,Gyeonggi,Low,,,0,,7.26,254.53
H067,2023-04-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,0,7.26,287.2
H068,2023-04-01,3,Busan,Middle,,,0,,7.26,256.68
H069,2023-04-01,2,Daegu,High,,,0,,7.26,282.2
H070,2023-04-01,2,Busan,Low,,,0,,7.26,234.47
H071,2023-04-01,2,Busan,Low,2023-10-01,2023Q4,0,-6,7.26,243.76
H072,2023-04-01,4,Seoul,Middle,,,0,,7.26,331.03
H073,2023-04-01,3,Daegu,Middle,2022-07-01,2022Q3,1,9,7.26,354.03
H074,2023-04-01,2,Daegu,Low,2022-08-01,2022Q3,1,8,7.26,393.46
H075,2023-04-01,1,Daegu,Middle,,,0,,7.26,219.8
H076,2023-04-01,4,Daegu,High,,,0,,7.26,320.92
H077,2023-04-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-16,7.26,289.26
H078,2023-04-01,3,Busan,Middle,,,0,,7.26,254.28
H079,2023-04-01,2,Busan,Middle,2024-03-01,2024Q1,0,-11,7.26,221.74
H080,2023-04-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-3,7.26,269.82
H081,2023-04-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-15,7.26,222.99
H082,2023-04-01,3,Busan,Low,2023-09-01,2023Q3,0,-5,7.26,170.91
H083,2023-04-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-19,7.26,276.02
H084,2023-04-01,4,Gyeonggi,High,,,0,,7.26,365.93
H085,2023-04-01,5,Seoul,High,2023-03-01,2023Q1,1,1,7.26,389.62
H086,2023-04-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,8,7.26,379.02
H087,2023-04-01,2,Daegu,Low,,,0,,7.26,229.57
H088,2023-04-01,3,Seoul,High,2024-02-01,2024Q1,0,-10,7.26,311.77
H089,2023-04-01,4,Seoul,High,2022-04-01,2022Q2,1,12,7.26,417.73
H090,2023-04-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-13,7.26,162.05
H091,2023-04-01,4,Gyeonggi,Middle,,,0,,7.26,313.21
H092,2023-04-01,2,Busan,Low,2023-10-01,2023Q4,0,-6,7.26,181.14
H093,2023-04-01,3,Daegu,Middle,,,0,,7.26,229.55
H094,2023-04-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-18,7.26,273.31
H095,2023-04-01,4,Seoul,Middle,,,0,,7.26,287.31
H096,2023-04-01,2,Daegu,High,2023-11-01,2023Q4,0,-7,7.26,279.98
H097,2023-04-01,4,Daegu,Middle,,,0,,7.26,244.0
H098,2023-04-01,2,Daegu,Middle,,,0,,7.26,265.47
H099,2023-04-01,3,Busan,High,,,0,,7.26,247.91
H100,2023-04-01,2,Daegu,Middle,,,0,,7.26,218.81
H101,2023-04-01,2,Daegu,High,,,0,,7.26,259.09
H102,2023-04-01,2,Busan,Middle,,,0,,7.26,232.72
H103,2023-04-01,2,Gyeonggi,Middle,,,0,,7.26,210.03
H104,2023-04-01,3,Daegu,Middle,2023-04-01,2023Q2,1,0,7.26,340.7
H105,2023-04-01,3,Gyeonggi,Middle,,,0,,7.26,262.19
H106,2023-04-01,3,Busan,Middle,,,0,,7.26,255.66
H107,2023-04-01,2,Gyeonggi,Low,,,0,,7.26,261.44
H108,2023-04-01,4,Gyeonggi,Low,,,0,,7.26,289.45
H109,2023-04-01,2,Busan,High,2023-01-01,2023Q1,1,3,7.26,352.48
H110,2023-04-01,4,Gyeonggi,Low,,,0,,7.26,281.24
H111,2023-04-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-4,7.26,278.61
H112,2023-04-01,3,Busan,Low,2023-02-01,2023Q1,1,2,7.26,318.97
H113,2023-04-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-13,7.26,213.18
H114,2023-04-01,1,Gyeonggi,Low,,,0,,7.26,237.02
H115,2023-04-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-15,7.26,233.47
H116,2023-04-01,2,Seoul,Middle,,,0,,7.26,255.33
H117,2023-04-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-10,7.26,320.03
H118,2023-04-01,2,Daegu,Middle,,,0,,7.26,216.17
H119,2023-04-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,11,7.26,358.29
H120,2023-04-01,4,Gyeonggi,Middle,,,0,,7.26,328.4
H001,2023-05-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-16,12.04,251.82
H002,2023-05-01,1,Daegu,Low,2022-09-01,2022Q3,1,8,12.04,310.49
H003,2023-05-01,3,Gyeonggi,Middle,,,0,,12.04,300.93
H004,2023-05-01,2,Seoul,High,2023-06-01,2023Q2,0,-1,12.04,246.01
H005,2023-05-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-5,12.04,240.74
H006,2023-05-01,2,Seoul,Middle,,,0,,12.04,283.39
H007,2023-05-01,5,Daegu,Low,,,0,,12.04,312.85
H008,2023-05-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,12,12.04,351.24
H009,2023-05-01,5,Gyeonggi,High,,,0,,12.04,328.97
H010,2023-05-01,2,Busan,Low,2024-11-01,2024Q4,0,-18,12.04,244.03
H011,2023-05-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-19,12.04,224.83
H012,2023-05-01,3,Busan,High,,,0,,12.04,304.87
H013,2023-05-01,2,Seoul,High,,,0,,12.04,255.29
H014,2023-05-01,3,Busan,Low,,,0,,12.04,301.79
H015,2023-05-01,4,Daegu,Low,,,0,,12.04,377.6
H016,2023-05-01,4,Daegu,High,2022-03-01,2022Q1,1,14,12.04,438.86
H017,2023-05-01,3,Seoul,High,2024-07-01,2024Q3,0,-14,12.04,275.47
H018,2023-05-01,3,Daegu,Middle,,,0,,12.04,233.43
H019,2023-05-01,3,Seoul,Middle,,,0,,12.04,325.25
H020,2023-05-01,4,Busan,Low,,,0,,12.04,271.51
H021,2023-05-01,3,Busan,High,2024-05-01,2024Q2,0,-12,12.04,277.95
H022,2023-05-01,4,Gyeonggi,Low,,,0,,12.04,275.7
H023,2023-05-01,3,Seoul,Middle,2023-04-01,2023Q2,1,1,12.04,338.71
H024,2023-05-01,1,Seoul,Low,,,0,,12.04,196.4
H025,2023-05-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-14,12.04,224.99
H026,2023-05-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-18,12.04,353.75
H027,2023-05-01,2,Daegu,Low,,,0,,12.04,222.21
H028,2023-05-01,2,Gyeonggi,Low,,,0,,12.04,274.87
H029,2023-05-01,1,Seoul,High,2024-08-01,2024Q3,0,-15,12.04,234.29
H030,2023-05-01,2,Gyeonggi,Middle,,,0,,12.04,227.44
H031,2023-05-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-1,12.04,287.61
H032,2023-05-01,3,Daegu,High,2024-11-01,2024Q4,0,-18,12.04,301.35
H033,2023-05-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-15,12.04,202.23
H034,2023-05-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,9,12.04,283.88
H035,2023-05-01,4,Seoul,Low,,,0,,12.04,355.66
H036,2023-05-01,5,Gyeonggi,Low,,,0,,12.04,327.45
H037,2023-05-01,2,Daegu,High,2023-05-01,2023Q2,1,0,12.04,336.85
H038,2023-05-01,3,Daegu,Low,2022-10-01,2022Q4,1,7,12.04,327.52
H039,2023-05-01,4,Seoul,Middle,,,0,,12.04,382.57
H040,2023-05-01,4,Gyeonggi,Low,,,0,,12.04,322.23
H041,2023-05-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-11,12.04,235.2
H042,2023-05-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-17,12.04,288.28
H043,2023-05-01,3,Busan,Low,2024-11-01,2024Q4,0,-18,12.04,218.05
H044,2023-05-01,2,Busan,High,,,0,,12.04,203.53
H045,2023-05-01,1,Seoul,Low,,,0,,12.04,192.55
H046,2023-05-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-19,12.04,349.34
H047,2023-05-01,2,Seoul,Middle,2022-05-01,2022Q2,1,12,12.04,281.2
H048,2023-05-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-5,12.04,203.25
H049,2023-05-01,2,Busan,Low,,,0,,12.04,172.81
H050,2023-05-01,4,Seoul,Low,,,0,,12.04,302.29
H051,2023-05-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-4,12.04,278.77
H052,2023-05-01,4,Seoul,Low,,,0,,12.04,303.42
H053,2023-05-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,16,12.04,389.28
H054,2023-05-01,2,Seoul,High,2022-11-01,2022Q4,1,6,12.04,330.23
H055,2023-05-01,1,Daegu,High,2022-03-01,2022Q1,1,14,12.04,324.62
H056,2023-05-01,4,Seoul,Low,,,0,,12.04,270.16
H057,2023-05-01,4,Daegu,High,2024-02-01,2024Q1,0,-9,12.04,354.72
H058,2023-05-01,2,Seoul,High,2023-06-01,2023Q2,0,-1,12.04,267.13
H059,2023-05-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,12,12.04,315.55
H060,2023-05-01,2,Daegu,Middle,,,0,,12.04,224.24
H061,2023-05-01,2,Seoul,Low,,,0,,12.04,267.64
H062,2023-05-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-2,12.04,268.6
H063,2023-05-01,3,Seoul,Middle,,,0,,12.04,248.39
H064,2023-05-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-13,12.04,255.79
H065,2023-05-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-7,12.04,268.23
H066,2023-05-01,2,Gyeonggi,Low,,,0,,12.04,254.45
H067,2023-05-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,1,12.04,321.92
H068,2023-05-01,3,Busan,Middle,,,0,,12.04,268.12
H069,2023-05-01,2,Daegu,High,,,0,,12.04,253.6
H070,2023-05-01,2,Busan,Low,,,0,,12.04,264.72
H071,2023-05-01,2,Busan,Low,2023-10-01,2023Q4,0,-5,12.04,251.42
H072,2023-05-01,4,Seoul,Middle,,,0,,12.04,281.81
H073,2023-05-01,3,Daegu,Middle,2022-07-01,2022Q3,1,10,12.04,361.85
H074,2023-05-01,2,Daegu,Low,2022-08-01,2022Q3,1,9,12.04,364.73
H075,2023-05-01,1,Daegu,Middle,,,0,,12.04,230.14
H076,2023-05-01,4,Daegu,High,,,0,,12.04,346.49
H077,2023-05-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-15,12.04,284.94
H078,2023-05-01,3,Busan,Middle,,,0,,12.04,244.05
H079,2023-05-01,2,Busan,Middle,2024-03-01,2024Q1,0,-10,12.04,207.59
H080,2023-05-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-2,12.04,308.52
H081,2023-05-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-14,12.04,256.13
H082,2023-05-01,3,Busan,Low,2023-09-01,2023Q3,0,-4,12.04,210.97
H083,2023-05-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-18,12.04,286.99
H084,2023-05-01,4,Gyeonggi,High,,,0,,12.04,350.77
H085,2023-05-01,5,Seoul,High,2023-03-01,2023Q1,1,2,12.04,410.95
H086,2023-05-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,9,12.04,351.66
H087,2023-05-01,2,Daegu,Low,,,0,,12.04,242.81
H088,2023-05-01,3,Seoul,High,2024-02-01,2024Q1,0,-9,12.04,324.68
H089,2023-05-01,4,Seoul,High,2022-04-01,2022Q2,1,13,12.04,457.21
H090,2023-05-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-12,12.04,194.86
H091,2023-05-01,4,Gyeonggi,Middle,,,0,,12.04,304.82
H092,2023-05-01,2,Busan,Low,2023-10-01,2023Q4,0,-5,12.04,185.63
H093,2023-05-01,3,Daegu,Middle,,,0,,12.04,239.68
H094,2023-05-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-17,12.04,255.99
H095,2023-05-01,4,Seoul,Middle,,,0,,12.04,278.46
H096,2023-05-01,2,Daegu,High,2023-11-01,2023Q4,0,-6,12.04,234.34
H097,2023-05-01,4,Daegu,Middle,,,0,,12.04,267.16
H098,2023-05-01,2,Daegu,Middle,,,0,,12.04,184.78
H099,2023-05-01,3,Busan,High,,,0,,12.04,288.25
H100,2023-05-01,2,Daegu,Middle,,,0,,12.04,270.74
H101,2023-05-01,2,Daegu,High,,,0,,12.04,235.49
H102,2023-05-01,2,Busan,Middle,,,0,,12.04,179.05
H103,2023-05-01,2,Gyeonggi,Middle,,,0,,12.04,213.37
H104,2023-05-01,3,Daegu,Middle,2023-04-01,2023Q2,1,1,12.04,361.52
H105,2023-05-01,3,Gyeonggi,Middle,,,0,,12.04,242.83
H106,2023-05-01,3,Busan,Middle,,,0,,12.04,255.62
H107,2023-05-01,2,Gyeonggi,Low,,,0,,12.04,271.25
H108,2023-05-01,4,Gyeonggi,Low,,,0,,12.04,343.27
H109,2023-05-01,2,Busan,High,2023-01-01,2023Q1,1,4,12.04,354.64
H110,2023-05-01,4,Gyeonggi,Low,,,0,,12.04,246.67
H111,2023-05-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-3,12.04,278.59
H112,2023-05-01,3,Busan,Low,2023-02-01,2023Q1,1,3,12.04,295.2
H113,2023-05-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-12,12.04,266.31
H114,2023-05-01,1,Gyeonggi,Low,,,0,,12.04,186.96
H115,2023-05-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-14,12.04,243.49
H116,2023-05-01,2,Seoul,Middle,,,0,,12.04,312.94
H117,2023-05-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-9,12.04,324.05
H118,2023-05-01,2,Daegu,Middle,,,0,,12.04,213.81
H119,2023-05-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,12,12.04,328.95
H120,2023-05-01,4,Gyeonggi,Middle,,,0,,12.04,361.49
H001,2023-06-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-15,19.07,266.61
H002,2023-06-01,1,Daegu,Low,2022-09-01,2022Q3,1,9,19.07,304.8
H003,2023-06-01,3,Gyeonggi,Middle,,,0,,19.07,266.78
H004,2023-06-01,2,Seoul,High,2023-06-01,2023Q2,1,0,19.07,312.83
H005,2023-06-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-4,19.07,255.96
H006,2023-06-01,2,Seoul,Middle,,,0,,19.07,259.82
H007,2023-06-01,5,Daegu,Low,,,0,,19.07,286.99
H008,2023-06-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,13,19.07,387.98
H009,2023-06-01,5,Gyeonggi,High,,,0,,19.07,325.41
H010,2023-06-01,2,Busan,Low,2024-11-01,2024Q4,0,-17,19.07,275.41
H011,2023-06-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-18,19.07,241.77
H012,2023-06-01,3,Busan,High,,,0,,19.07,354.45
H013,2023-06-01,2,Seoul,High,,,0,,19.07,235.46
H014,2023-06-01,3,Busan,Low,,,0,,19.07,304.43
H015,2023-06-01,4,Daegu,Low,,,0,,19.07,320.27
H016,2023-06-01,4,Daegu,High,2022-03-01,2022Q1,1,15,19.07,463.05
H017,2023-06-01,3,Seoul,High,2024-07-01,2024Q3,0,-13,19.07,332.32
H018,2023-06-01,3,Daegu,Middle,,,0,,19.07,295.18
H019,2023-06-01,3,Seoul,Middle,,,0,,19.07,320.69
H020,2023-06-01,4,Busan,Low,,,0,,19.07,334.88
H021,2023-06-01,3,Busan,High,2024-05-01,2024Q2,0,-11,19.07,293.59
H022,2023-06-01,4,Gyeonggi,Low,,,0,,19.07,297.17
H023,2023-06-01,3,Seoul,Middle,2023-04-01,2023Q2,1,2,19.07,328.13
H024,2023-06-01,1,Seoul,Low,,,0,,19.07,229.3
H025,2023-06-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-13,19.07,231.31
H026,2023-06-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-17,19.07,396.28
H027,2023-06-01,2,Daegu,Low,,,0,,19.07,272.62
H028,2023-06-01,2,Gyeonggi,Low,,,0,,19.07,304.63
H029,2023-06-01,1,Seoul,High,2024-08-01,2024Q3,0,-14,19.07,264.75
H030,2023-06-01,2,Gyeonggi,Middle,,,0,,19.07,278.6
H031,2023-06-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,0,19.07,429.56
H032,2023-06-01,3,Daegu,High,2024-11-01,2024Q4,0,-17,19.07,285.15
H033,2023-06-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-14,19.07,191.03
H034,2023-06-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,10,19.07,296.68
H035,2023-06-01,4,Seoul,Low,,,0,,19.07,349.12
H036,2023-06-01,5,Gyeonggi,Low,,,0,,19.07,313.86
H037,2023-06-01,2,Daegu,High,2023-05-01,2023Q2,1,1,19.07,317.51
H038,2023-06-01,3,Daegu,Low,2022-10-01,2022Q4,1,8,19.07,346.83
H039,2023-06-01,4,Seoul,Middle,,,0,,19.07,310.59
H040,2023-06-01,4,Gyeonggi,Low,,,0,,19.07,337.97
H041,2023-06-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-10,19.07,346.44
H042,2023-06-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-16,19.07,286.67
H043,2023-06-01,3,Busan,Low,2024-11-01,2024Q4,0,-17,19.07,228.93
H044,2023-06-01,2,Busan,High,,,0,,19.07,254.91
H045,2023-06-01,1,Seoul,Low,,,0,,19.07,202.19
H046,2023-06-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-18,19.07,339.35
H047,2023-06-01,2,Seoul,Middle,2022-05-01,2022Q2,1,13,19.07,281.46
H048,2023-06-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-4,19.07,235.26
H049,2023-06-01,2,Busan,Low,,,0,,19.07,243.23
H050,2023-06-01,4,Seoul,Low,,,0,,19.07,282.26
H051,2023-06-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-3,19.07,310.77
H052,2023-06-01,4,Seoul,Low,,,0,,19.07,349.36
H053,2023-06-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,17,19.07,436.42
H054,2023-06-01,2,Seoul,High,2022-11-01,2022Q4,1,7,19.07,288.02
H055,2023-06-01,1,Daegu,High,2022-03-01,2022Q1,1,15,19.07,345.97
H056,2023-06-01,4,Seoul,Low,,,0,,19.07,282.48
H057,2023-06-01,4,Daegu,High,2024-02-01,2024Q1,0,-8,19.07,345.39
H058,2023-06-01,2,Seoul,High,2023-06-01,2023Q2,1,0,19.07,304.58
H059,2023-06-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,13,19.07,334.6
H060,2023-06-01,2,Daegu,Middle,,,0,,19.07,213.02
H061,2023-06-01,2,Seoul,Low,,,0,,19.07,247.51
H062,2023-06-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-1,19.07,229.69
H063,2023-06-01,3,Seoul,Middle,,,0,,19.07,265.61
H064,2023-06-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-12,19.07,173.81
H065,2023-06-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-6,19.07,264.47
H066,2023-06-01,2,Gyeonggi,Low,,,0,,19.07,281.21
H067,2023-06-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,2,19.07,317.41
H068,2023-06-01,3,Busan,Middle,,,0,,19.07,292.25
H069,2023-06-01,2,Daegu,High,,,0,,19.07,328.16
H070,2023-06-01,2,Busan,Low,,,0,,19.07,266.73
H071,2023-06-01,2,Busan,Low,2023-10-01,2023Q4,0,-4,19.07,221.67
H072,2023-06-01,4,Seoul,Middle,,,0,,19.07,346.39
H073,2023-06-01,3,Daegu,Middle,2022-07-01,2022Q3,1,11,19.07,331.73
H074,2023-06-01,2,Daegu,Low,2022-08-01,2022Q3,1,10,19.07,344.64
H075,2023-06-01,1,Daegu,Middle,,,0,,19.07,268.19
H076,2023-06-01,4,Daegu,High,,,0,,19.07,331.76
H077,2023-06-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-14,19.07,313.15
H078,2023-06-01,3,Busan,Middle,,,0,,19.07,254.47
H079,2023-06-01,2,Busan,Middle,2024-03-01,2024Q1,0,-9,19.07,231.33
H080,2023-06-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-1,19.07,328.13
H081,2023-06-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-13,19.07,220.68
H082,2023-06-01,3,Busan,Low,2023-09-01,2023Q3,0,-3,19.07,198.01
H083,2023-06-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-17,19.07,267.18
